id_proc_compra,processo_sipac,data_cadastro,titulo,id_modalidade,modalidade,data_abertura,data_envio_lic,id_tipo_compra,tipo_compra,id_status,status,id_unidade_gestora,unidade_gestora,valor_estimado_itens_homologado,valor_real,mes_referencia
4219,23076.25829/2021-14,2021-03-29 16:42:25.020,EXTINTORES,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,171860.64,0.0,04/2024
4784,23076.8148/2022-61,2022-01-25 17:19:27.586,,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,894098.2,0.0,04/2024
3256,23076.10931/2020-4,2020-03-05 18:46:41.074,PREGÃO Nº.: 2000/2020,6,PREGÃO,2020-07-06 10:00:00.000,2020-06-17 21:09:02.954,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,620503.3,374252.2,04/2024
4158,23076.75515/2020-5,2020-12-16 13:10:13.360,"ADESÃO À DE REGISTRO DE PREÇO DO PREGÃO ELETRÔNICO SRP Nº 120/2020, DO ITEM 67, DA UASG: 153164",6,PREGÃO,,2020-12-16 13:33:06.639,7,MATERIAIS E SERVIÇOS,506,CANCELADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,49700.0,0.0,04/2024
4329,23076.77427/2021-79,2021-09-14 16:01:14.456,,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,373465.75,0.0,04/2024
4231,23076.38176/2021-34,2021-05-11 11:24:20.043,PREGÃO Nº.: 2605/2021,6,PREGÃO,2022-01-04 09:00:00.000,2022-03-21 14:56:04.866,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,969404.49,16471.6,04/2024
6705,23076.11464/2024-54,2024-02-06 11:11:42.668,PREGÃO Nº.: 90002/2024,6,PREGÃO,,2024-02-06 11:11:42.668,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,444720.0,0.0,04/2024
5093,23076.86027/2022-94,2022-08-15 16:08:28.584,PREGÃO Nº.: 202022/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,477339.85,0.0,04/2024
3600,23076.53766/2020-87,2020-09-23 17:21:14.740,PREGÃO ELETRÔNICO - EPIS,6,PREGÃO,2020-12-03 15:00:00.000,2020-11-23 16:46:42.085,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,8616549.26,2578266.78,04/2024
2357,23076.41697/2019-17,2019-08-23 14:40:35.343,TR 18/2019,6,PREGÃO,2020-06-17 10:01:00.000,2020-06-01 15:58:53.504,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,778861.6,355195.2,04/2024
4166,23076.75897/2020-70,2020-12-17 14:26:38.719,MONITORES,6,PREGÃO,,,1,SERVIÇO,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,258489.4,0.0,04/2024
4350,23076.82169/2021-85,2021-09-24 17:48:50.144,,6,PREGÃO,,2021-09-24 17:48:50.144,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,19040233.23,0.0,04/2024
4786,23076.12009/2022-89,2022-02-02 16:56:21.147,CONCORRÊNCIA Nº.: 1/2022,6,PREGÃO,,2022-02-02 17:25:33.007,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,842166.32,0.0,04/2024
72,23076.21758/2017-50,2017-11-20 14:00:58.164,MOBILIÁRIO ESCOLAR,6,PREGÃO,2017-12-27 10:00:00.000,2017-11-20 14:00:58.164,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,4261811.6,2220184.17,04/2024
4855,23076.49697/2022-43,2022-05-11 15:22:48.207,"PREGÃO Nº.: 8/2022
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA, PREVENTIVA E CORRETIVA, ABRANGENDO MÃO DE OBRA, EMPREGO DE FERRAMENTAS, FERRAMENTAL, EQUIPAMENTOS, INSUMOS, MATERIAIS DE REPOSIÇÃO IMEDIATA E FORNECIMENTO DE PEÇAS E COMPONENTES GENUÍNOS, MEDIANTE PREGÃO ELETRÔNICO, TIPO MENOR PREÇO, POR ITEM, DO SISTEMA DE CLIMATIZAÇÃO DE ÁGUA GELADA (CHILLER) COM CONDENSAÇÃO À AR INSTALADO NOS PRÉDIOS DO CAMPUS RECIFE DA UNIVERSIDADE FEDERAL DE PERNAMBUCO.",6,PREGÃO,,2022-05-11 15:22:48.207,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,2057891.52,0.0,04/2024
4173,23076.76191/2020-86,2020-12-18 10:34:22.532,NOTEBOOKS,6,PREGÃO,,,1,SERVIÇO,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,3093108.0,0.0,04/2024
2911,23076.58031/2019-90,2019-11-12 12:06:41.189,"LICITAÇÃO DE EQUIPAMENTOS DE ÁUDIO, VÍDEO E FOTO (TELEVISORES, CÂMERAS FOTOGRÁFICAS, SISTEMAS DE SOM E DEMAIS).",6,PREGÃO,2020-06-10 10:00:00.000,2020-05-19 22:54:25.320,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,2000156.99,184739.12,04/2024
4174,23076.76228/2020-57,2020-12-18 11:22:39.326,DESKTOPS,6,PREGÃO,,,1,SERVIÇO,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,8118990.0,0.0,04/2024
3242,23076.5702/2020-52,2020-02-03 15:33:45.808,REGISTRO DE PREÇOS DE ELETRODOMÉSTICOS,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,97914.42,0.0,04/2024
4783,23076.6382/2022-19,2022-01-20 15:09:47.345,PREGÃO Nº.: 2/2022,6,PREGÃO,,2022-01-31 14:06:37.532,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,358331.16,0.0,04/2024
5487,23076.109012/2022-8,2022-10-18 11:31:13.462,AQUISIÇÃO DE NOTEBOOKS AVANÇADOS -CENTRAL DE COMPRAS - ME,6,PREGÃO,2022-10-18 11:31:11.153,2022-10-18 11:31:13.462,1,SERVIÇO,503,JULGADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,2678520.0,0.0,04/2024
3515,23076.46613/2020-91,2020-08-21 20:36:53.707,PREGÃO Nº.: 01/2021 - MATERIAL DE EXPEDIENTE,6,PREGÃO,2021-01-28 09:00:00.000,2021-01-13 18:14:25.291,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,424557.5,136841.15,04/2024
4429,23076.89901/2021-65,2021-10-14 10:42:06.502,PREGÃO Nº.: 04/2022 - SERVIÇOS DE CHAVEIRO,6,PREGÃO,,2022-04-05 08:17:24.040,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,442680.3,0.0,04/2024
4223,23076.30737/2021-97,2021-04-15 14:12:12.580,AQUISIÇÃO DE ÓLEO DIESEL TIPO S10 PARA 29 GERADORES INSTALADOS NA UNIVERSIDADE FEDERAL DE PERNAMBUCO EM SUAS UNIDADES DE RECIFE (EXTERNAS E INTERNAS AO CAMPUS JOAQUIM AMAZONAS) E DE CARUARU (NO CAMPUS DO AGRESTE). TAL AQUISIÇÃO SE DARÁ ESPECIFICAMENTE PELA SISTEMÁTICA DE EMPRESA TRANSPORTADORA REVENDEDORA E RETALHISTA (TRR),6,PREGÃO,,2022-04-05 15:49:48.822,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,602355.0,0.0,04/2024
4819,23076.36854/2022-29,2022-04-05 08:39:06.819,PREGÃO 03/2022 - TELEFONISTAS,6,PREGÃO,,2022-04-05 08:39:06.819,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,193140.24,0.0,04/2024
4213,23076.22099/2021-38,2021-03-16 15:41:35.143,"PERSIANAS, CORTINAS E PELÍCULAS",6,PREGÃO,2021-07-20 09:00:00.000,2021-06-18 12:02:57.970,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1930307.07,1573234.23,04/2024
4851,23076.47034/2022-67,2022-05-04 15:51:07.571,"PREGÃO Nº.: 202203/2022
MARAVALHA E RAÇÃO",6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,531413.4,0.0,04/2024
4824,23076.38275/2022-74,2022-04-07 13:11:57.206,PREGÃO Nº.: 6/2022,6,PREGÃO,,2022-04-07 14:06:10.647,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,447941.5,0.0,04/2024
4894,23076.55191/2022-18,2022-05-24 12:22:14.859,ÁGUA MINERAL 20L PREGÃO Nº.: 37812022/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,447941.5,0.0,04/2024
5104,23076.86622/2022-34,2022-08-17 08:12:41.950,PREGÃO Nº.: 21/2022,6,PREGÃO,2022-10-26 09:00:00.000,2022-08-17 08:12:41.950,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,173973.5,142800.0,04/2024
4866,23076.50580/2022-64,2022-05-13 11:37:48.393,PREGÃO Nº.: 60670/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,215342.4,0.0,04/2024
4850,23076.46490/2022-11,2022-05-03 15:42:01.760,PREGÃO Nº.: 20222/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,119855.95,0.0,04/2024
4895,23076.55263/2022-14,2022-05-24 14:11:52.193,PREGÃO Nº.: 11/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,447941.5,0.0,04/2024
4943,23076.59811/2022-20,2022-06-06 12:54:16.939,PREGÃO Nº.: 182022/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,116674.23,0.0,04/2024
2132,23076.28051/2019-36,2019-06-07 14:25:10.751,,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,221667.43,0.0,04/2024
4248,23076.51296/2021-38,2021-06-18 09:14:47.914,TRANSFORMADORES,6,PREGÃO,,2021-06-18 09:16:00.533,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,358574.08,0.0,04/2024
4975,23076.66736/2022-61,2022-06-27 14:58:20.435,PREGÃO Nº.: 12/2022,6,PREGÃO,,2022-06-27 14:58:20.435,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,10919080.66,0.0,04/2024
4096,23076.68703/2020-17,2020-11-24 15:26:52.306,REGISTRO DE PREÇOS - MATERIAIS QUÍMICOS (FORMOL E SANEANTES),6,PREGÃO,2021-02-11 10:00:00.000,2021-01-26 18:34:47.053,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,58743.71,13544.5,04/2024
4900,23076.55400/2022-98,2022-05-24 16:51:32.574,PREGÃO Nº.: 11/2022,6,PREGÃO,2022-06-07 09:00:00.000,2022-05-24 16:51:32.574,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,447941.5,344411.25,04/2024
4891,23076.53627/2022-51,2022-05-20 12:05:55.213,COMPUTADORES,6,PREGÃO,,,1,SERVIÇO,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,7601490.0,0.0,04/2024
5261,23076.98437/2022-62,2022-09-19 12:56:29.865,PREGÃO Nº.: 33478/2022,6,PREGÃO,,2022-09-19 12:56:29.865,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,2610448.56,0.0,04/2024
5984,23076.24120/2023-76,2023-03-14 17:18:26.445,PREGÃO Nº.: 202320235/2023,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1020597.64,0.0,04/2024
4867,23076.51121/2022-7,2022-05-16 10:04:42.922,PREGÃO Nº.: 23/2022 EXTINTORES,6,PREGÃO,2022-11-23 14:00:00.000,2022-11-07 15:55:12.244,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,179981.28,145014.8,04/2024
4845,23076.45293/2022-29,2022-04-29 14:45:24.732,"PR 202210/2022 - UFPE
TRATA-SE DE COMPRA DE MATERIAIS RELACIONADOS A MARCENARIA DESTINADOS A MANUTENÇÃO E CONSERVAÇÃO DAS EDIFICAÇÕES NESTE CAMPUS RECIFE DA UFPE",6,PREGÃO,,2022-04-29 14:45:24.732,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,320966.0,0.0,04/2024
4983,23076.68796/2022-22,2022-06-30 14:04:37.240,"PREGÃO Nº.: 9/2022
TRATA-SE DE SERVIÇOS ELÉTRICOS (COM FORNECIMENTO E INSTALAÇÃO DE EQUIPAMENTOS E MATERIAIS) PARA MELHORIA DAS INSTALAÇÕES ELÉTRICAS DE EDIFICAÇÕES DA UFPE EM NÍVEL PRIMÁRIO E SECUNDÁRIO.",6,PREGÃO,,2022-06-30 14:04:37.240,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1868803.88,0.0,04/2024
4207,23076.19456/2021-7,2021-03-08 13:21:17.006,"SERVIÇOS DE CONTROLE DE ALMOXARIFADO E APOIO À ADMINISTRAÇÃO DE MATERIAIS PARA O ALMOXARIFADO DA 
SINFRA/ UFPE.",6,PREGÃO,,2021-03-08 13:21:17.006,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,145652.64,0.0,04/2024
4576,23076.101389/2021-95,2021-11-12 16:27:13.833,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE CONTROLE DE PRAGAS DE CUPINS, RATOS, INSETOS RASTEIROS E VOADORES, BEM COMO PARA A ADOÇÃO DE MEDIDAS PREVENTIVAS/CORRETIVAS PARA O CONTROLE DE ANIMAIS SILVESTRES, COMO MARIMBONDOS, VESPAS, ABELHAS; E NO CONTROLE E MANEJO DE MORCEGOS E POMBOS.",6,PREGÃO,,2021-11-12 16:27:13.833,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1429545.8,0.0,04/2024
4981,23076.68177/2022-51,2022-06-29 14:20:18.069,PREGÃO Nº.: 14/2022,6,PREGÃO,,2022-06-29 14:20:18.069,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,3763936.5,0.0,04/2024
4268,23076.61271/2021-82,2021-07-26 15:42:13.216,CONTRATAÇÃO DO SERVIÇO DE PORTARIA,6,PREGÃO,,2021-07-26 15:42:13.216,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,5667961.44,0.0,04/2024
4995,23076.72516/2022-74,2022-07-08 13:32:02.677,PREGÃO Nº.: 15/2022,6,PREGÃO,,2022-07-08 13:32:02.677,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1379640.55,0.0,04/2024
4225,23076.33219/2021-13,2021-04-26 17:47:32.464,SRP - AR CONDICIONADO JANELA,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1363018.52,0.0,04/2024
4998,23076.73349/2022-87,2022-07-12 08:39:27.445,PREGÃO Nº.: 13/2022,6,PREGÃO,,2022-07-12 08:39:27.445,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,263692.08,0.0,04/2024
4852,23076.47630/2022-77,2022-05-05 16:17:30.759,PREGÃO Nº.: 202202/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,919904.4,0.0,04/2024
5005,23076.74974/2022-56,2022-07-15 09:03:31.941,"PREGÃO Nº.: 16/2022
AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL (EPI),PARA A PREVENÇÃO E O CONTROLE DA DISSEMINAÇÃO DO COVID-19",6,PREGÃO,,2022-07-15 09:03:31.941,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,957370.09,0.0,04/2024
4908,23076.56404/2022-53,2022-05-26 13:56:38.859,PREGÃO Nº.: 17709/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,314697.5,0.0,04/2024
5318,23076.102192/2022-42,2022-09-29 07:36:33.863,PREGÃO Nº.: 17709/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,271478.1,0.0,04/2024
6703,23076.8888/2024-57,2024-01-29 10:31:15.469,"Aquisição de estações de trabalho (desktops), equipamentos móveis (notebooks) (PARTICIPAÇÃO NA ORIGEM PE 06/2023 DA CENTRAL DE COMPRAS)",6,PREGÃO,,,1,SERVIÇO,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,6172014.0,0.0,04/2024
4546,23076.99092/2021-34,2021-11-08 15:45:06.970,"CONTRATAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO (STFC) PARA A REALIZAÇÃO DE CHAMADAS DO TIPO FIXO-FIXO E FIXO-MÓVEL NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI) PARA ATENDER AS NECESSIDADES DA UNIVERSIDADE FEDERAL DE PERNAMBUCO.",6,PREGÃO,,2021-11-08 15:45:06.970,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,504957.87,0.0,04/2024
5021,23076.77969/2022-89,2022-07-25 10:33:01.231,PREGÃO Nº.: 21/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,425823.28,0.0,04/2024
4911,23076.56583/2022-70,2022-05-26 17:28:06.562,PREGÃO Nº.: 10/2022,6,PREGÃO,,2022-05-26 17:28:06.562,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1747580.0,0.0,04/2024
5320,23076.102248/2022-82,2022-09-29 10:05:37.098,"PREGÃO Nº.: 47598/2022
AQUISIÇÃO DE EQUIPAMENTOS DE ÁUDIO, VÍDEO E FOTO (TELEVISORES, CÂMERAS FOTOGRÁFICAS, SISTEMAS DE SOM E DEMAIS)",6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,2833.96,0.0,04/2024
4816,23076.33783/2022-11,2022-03-28 11:33:17.557,PREGÃO Nº.: 998/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1206986.2,0.0,04/2024
2997,23076.58594/2019-88,2019-11-13 15:28:35.356,"PREGÃO Nº.: 3/2020
REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE PRODUTOS QUÍMICOS (ÁLCOOL, FORMOL E SANEANTES)",6,PREGÃO,2020-02-10 09:00:00.000,2020-01-27 10:30:25.138,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,150538.88,102963.54,04/2024
5029,23076.78570/2022-61,2022-07-26 14:05:21.584,PREGÃO Nº.: 16/2022 EPI,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1206986.2,0.0,04/2024
5051,23076.80223/2022-50,2022-07-30 16:07:39.379,PREGÃO Nº.: 2022100/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,272048.7,0.0,04/2024
4917,23076.56886/2022-37,2022-05-27 12:38:53.915,PREGÃO Nº.: 112022/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,789356.37,0.0,04/2024
5112,23076.87431/2022-16,2022-08-18 14:44:25.206,PREGÃO Nº.: 172022/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1473317.17,0.0,04/2024
4918,23076.56890/2022-26,2022-05-27 12:45:11.275,PREGÃO Nº.: 1120222/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,19615.21,0.0,04/2024
5369,23076.105497/2022-47,2022-10-07 09:10:43.482,PREGÃO Nº.: 27/2022,6,PREGÃO,2022-11-09 09:00:00.000,2022-10-07 09:10:43.482,7,MATERIAIS E SERVIÇOS,503,JULGADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,48360.0,48360.0,04/2024
4919,23076.56894/2022-15,2022-05-27 12:51:34.758,PREGÃO Nº.: 112022/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,808971.58,0.0,04/2024
4245,23076.50174/2021-68,2021-06-15 09:10:07.631,"CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL E DA REDE DE DISTRIBUIÇÃO DE ENERGIA EM BAIXA E MÉDIA TENSÃO E ILUMINAÇÃO PÚBLICAD, COM DEDICAÇÃO DE MÃO DE OBRA EXCLUSIVA (POSTOS DE SERVIÇO) EM UNIDADES DA UFPE DE RECIFE, DE CARUARU E DE VITÓRIA DE SANTO ANTÃO.",6,PREGÃO,,2021-07-06 13:17:29.618,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,16459659.17,0.0,04/2024
5992,23076.28151/2023-73,2023-03-27 14:01:12.555,PREGÃO Nº.: 19/2023 - AQUISIÇÃO DE LIVROS FÍSICOS/ IMPRESSOS NACIONAIS (BIBLIOTECA CENTRAL),6,PREGÃO,,2023-03-27 14:01:12.555,7,MATERIAIS E SERVIÇOS,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,485919.04,0.0,04/2024
5007,23076.75298/2022-38,2022-07-15 15:38:46.931,"PREGÃO Nº.: 16/2022 
AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL (EPI) PARA A PREVENÇÃO E O CONTROLE DA DISSEMINAÇÃO DO COVID-19.",6,PREGÃO,,2022-07-15 15:38:46.931,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1206986.2,0.0,04/2024
4921,23076.56904/2022-36,2022-05-27 13:21:44.187,COMPUTADORES,6,PREGÃO,,,1,SERVIÇO,503,JULGADO,774,PRO-REITORIA DE GESTÃO ADMINISTRATIVA - PROGEST,7601490.0,0.0,04/2024
4920,23076.56902/2022-90,2022-05-27 13:13:47.404,COMPUTADORES,6,PREGÃO,,,1,SERVIÇO,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,7601490.0,0.0,04/2024
5074,23076.83071/2022-75,2022-08-07 14:37:59.440,PREGÃO Nº.: 202217/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,501,CADASTRADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1199061.5,0.0,04/2024
5170,23076.92438/2022-45,2022-09-01 11:52:25.229,PREGÃO Nº.: 17709/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,271478.1,0.0,04/2024
5121,23076.88890/2022-5,2022-08-23 13:48:37.749,PREGÃO Nº.: 192022/2022 - LINHA BRANCA,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,1473317.17,0.0,04/2024
6709,23076.19232/2024-32,2024-03-05 15:36:06.398,PREGÃO Nº.: 90003/2024,6,PREGÃO,,2024-03-05 15:36:06.398,1,SERVIÇO,502,LICITAÇÃO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,5235595.87,0.0,04/2024
5084,23076.85187/2022-76,2022-08-12 10:22:11.727,PREGÃO Nº.: 12/2022,6,PREGÃO,,,7,MATERIAIS E SERVIÇOS,506,CANCELADO,605,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,11459549.66,0.0,04/2024
